Mês,Up,Django Unchained,Ratatouille,The Prestige,Eternal Sunshine of the Spotless Mind,Spider-Man: No Way Home,Toy Story 3,Inception,The Dark Knight Rises,The Hunt,Avengers: Endgame,Whiplash,Logan,Mad Max: Fury Road,Oppenheimer,Dune: Part Two,Batman Begins,Shutter Island,The Dark Knight,A Separation,Prisoners,V for Vendetta,The Wolf of Wall Street,The Grand Budapest Hotel,Downfall,No Country for Old Men,Green Book,Spider-Man: Into the Spider-Verse,The Departed,3 Idiots,Pan's Labyrinth,Coco,Gone Girl,Inside Out,Spider-Man: Across the Spider-Verse,The Kashmir Files,Top Gun: Maverick,There Will Be Blood,The Lives of Others,Howl's Moving Castle,Your Name.,1917,Joker,Parasite
2014-06,13,5,15,13,11,<1,3,4,2,11,<1,3,1,2,0,0,2,9,3,7,20,7,18,85,5,3,1,<1,5,8,8,3,2,1,0,0,<1,2,5,12,<1,<1,1,<1
2014-07,14,5,18,13,11,<1,3,5,3,13,<1,3,<1,5,0,0,3,6,3,6,20,6,15,54,6,3,1,<1,5,7,7,3,5,1,0,0,<1,2,5,14,<1,<1,1,<1
2014-08,13,6,16,15,11,<1,4,5,3,11,<1,3,<1,4,0,0,3,6,4,7,18,6,13,37,5,4,1,<1,6,7,7,3,4,1,0,0,<1,2,6,14,<1,<1,1,<1
2014-09,12,5,12,14,11,<1,3,4,2,10,<1,5,<1,2,0,0,3,5,3,6,15,6,11,26,5,3,1,<1,5,6,7,3,15,1,<1,0,1,2,6,11,<1,<1,1,<1
2014-10,14,6,13,12,12,<1,3,4,3,10,<1,11,<1,2,0,0,3,5,4,5,21,8,11,20,6,4,1,<1,5,6,8,3,100,2,<1,0,1,2,7,12,<1,<1,2,<1
2014-11,13,7,14,18,11,<1,3,6,3,10,<1,14,<1,2,0,0,3,6,4,7,21,11,10,16,5,4,1,1,6,7,8,3,42,1,<1,0,<1,2,9,14,<1,<1,2,<1
2014-12,15,7,14,15,11,<1,4,5,3,9,<1,17,<1,5,0,0,3,6,4,7,19,6,16,29,4,3,1,1,6,9,7,4,51,6,<1,0,<1,3,6,14,<1,<1,2,1
2015-01,14,6,15,15,12,<1,4,5,2,13,<1,66,<1,3,0,0,3,6,4,8,19,6,14,76,5,4,1,1,6,9,6,4,54,3,<1,0,<1,3,6,14,<1,<1,2,1
2015-02,12,5,13,12,11,<1,3,5,2,10,<1,100,<1,3,0,0,3,5,4,8,13,6,12,81,5,4,1,1,6,7,7,4,35,3,<1,0,1,3,6,14,<1,<1,2,1
2015-03,11,6,14,12,10,<1,3,5,2,8,<1,58,<1,5,0,0,3,6,3,6,12,6,9,32,5,4,1,1,6,6,6,4,18,6,<1,0,<1,3,6,13,<1,<1,2,1
2015-04,11,5,13,11,10,<1,3,4,2,8,1,31,<1,14,0,0,3,5,3,7,11,5,9,22,5,3,1,<1,6,6,6,4,12,6,<1,0,<1,3,5,11,1,<1,2,1
2015-05,13,4,13,12,10,<1,3,4,2,10,1,25,1,100,0,0,3,6,4,7,11,6,8,16,5,3,1,<1,4,7,6,3,10,13,<1,0,<1,2,5,13,1,<1,2,1
2015-06,11,4,12,11,9,<1,3,4,2,100,<1,22,<1,41,0,0,3,7,3,7,10,6,8,14,5,4,1,<1,4,7,6,3,13,91,<1,0,1,2,5,11,<1,<1,2,<1
2015-07,12,4,14,13,10,<1,4,5,3,29,<1,20,1,25,0,0,4,6,5,8,12,6,9,14,4,4,1,<1,6,7,6,3,13,100,<1,0,1,2,4,13,<1,<1,2,<1
2015-08,12,4,15,13,10,<1,3,5,2,9,<1,19,1,22,0,0,3,6,4,11,15,6,8,13,5,4,1,<1,5,7,5,4,11,66,0,0,1,3,5,13,<1,<1,2,<1
2015-09,11,5,14,12,9,<1,3,5,2,11,<1,15,<1,28,0,0,3,5,4,12,12,6,7,10,4,4,1,<1,6,7,7,3,9,50,0,0,<1,2,5,13,<1,<1,2,<1
2015-10,13,4,15,10,11,<1,2,4,2,8,<1,16,<1,15,0,0,4,5,4,9,17,7,7,10,4,4,1,<1,7,7,10,3,7,47,0,0,1,2,6,40,<1,<1,3,<1
2015-11,11,5,15,12,12,<1,3,4,2,10,<1,14,<1,9,0,0,3,5,3,8,13,10,6,9,5,5,1,<1,6,7,8,3,6,41,0,0,1,2,5,14,<1,<1,2,<1
2015-12,11,6,14,14,11,<1,3,4,2,9,<1,15,1,10,0,0,3,5,4,8,14,5,7,10,5,5,1,<1,6,8,7,3,7,29,0,0,<1,2,5,14,1,<1,2,<1
2016-01,10,9,14,17,12,<1,3,5,2,13,<1,15,1,14,0,0,2,7,3,7,14,6,9,10,4,4,1,<1,7,8,12,3,7,23,0,0,1,2,5,19,1,<1,2,<1
2016-02,10,6,14,13,11,<1,2,4,2,19,<1,12,1,17,0,0,2,7,3,8,19,5,8,9,5,5,1,<1,8,7,12,3,6,18,0,0,<1,2,5,19,<1,<1,2,<1
2016-03,11,5,17,10,9,<1,2,4,3,8,<1,10,1,13,0,0,4,6,5,7,14,5,7,8,4,4,1,<1,6,6,10,2,4,16,<1,0,<1,2,5,18,1,<1,2,<1
2016-04,10,4,14,9,9,<1,2,3,2,7,<1,9,1,8,0,0,3,4,4,8,9,7,8,7,4,4,1,<1,4,6,9,3,4,12,0,0,<1,2,4,17,2,<1,2,<1
2016-05,10,4,14,9,9,<1,2,4,1,11,<1,9,2,7,0,0,2,4,3,11,9,6,6,6,5,3,1,<1,4,6,8,2,4,11,<1,0,1,2,5,18,1,<1,2,<1
2016-06,9,3,13,11,10,<1,3,3,1,8,<1,8,2,5,0,0,2,4,3,7,10,4,7,6,4,3,1,<1,4,7,9,2,4,10,0,0,<1,2,4,18,2,<1,2,<1
2016-07,10,4,15,11,10,<1,3,3,2,18,<1,8,1,6,0,0,2,6,3,7,11,5,6,6,4,3,1,<1,4,7,8,3,4,10,0,0,1,2,4,18,3,<1,2,<1
2016-08,9,3,15,10,10,<1,2,3,2,22,<1,7,1,5,0,0,3,4,5,10,10,4,8,6,4,6,1,<1,4,8,10,2,4,8,0,0,<1,3,4,16,20,<1,6,<1
2016-09,9,3,16,11,10,<1,2,4,2,8,<1,8,1,5,0,0,2,4,3,9,12,4,6,5,4,5,1,<1,5,8,10,2,4,7,0,0,<1,3,4,17,82,<1,3,<1
2016-10,10,4,15,11,11,<1,2,4,2,8,<1,7,10,4,0,0,2,5,3,7,11,5,6,6,5,5,1,<1,5,8,11,3,5,8,0,0,1,2,4,16,57,<1,4,<1
2016-11,11,4,18,10,10,<1,2,3,1,20,<1,7,2,4,0,0,2,5,3,7,11,7,5,6,4,4,1,<1,5,9,10,1,5,7,0,0,<1,2,5,19,88,<1,<1,<1
2016-12,11,4,19,11,11,0,3,4,1,26,<1,7,3,4,0,0,2,6,4,9,12,5,6,9,5,5,1,0,5,11,10,1,4,8,0,0,<1,2,4,20,100,<1,<1,0
2017-01,12,5,20,12,10,0,2,4,2,34,<1,12,7,4,0,0,2,6,4,11,15,6,7,7,5,4,1,0,8,9,9,<1,7,7,0,0,<1,3,5,21,87,0,0,0
2017-02,12,4,18,10,11,0,2,4,1,24,<1,11,17,3,0,0,2,6,4,14,12,5,5,6,5,5,1,0,7,8,10,<1,7,6,0,0,<1,2,5,19,55,0,0,0
2017-03,12,4,18,10,9,0,2,4,1,24,<1,9,100,3,0,0,2,5,4,12,15,4,5,5,5,6,1,0,5,9,10,2,4,6,0,0,<1,2,5,19,44,0,0,0
2017-04,12,4,17,13,9,0,2,4,1,21,<1,7,31,3,0,0,2,5,3,9,12,4,5,5,4,4,1,0,4,10,10,1,4,6,0,0,<1,2,4,19,55,0,0,0
2017-05,11,4,18,13,8,0,2,3,1,20,<1,6,23,2,0,0,2,5,3,8,10,4,5,5,4,4,1,0,5,8,9,1,3,5,0,0,1,2,4,18,38,0,0,0
2017-06,12,3,18,11,8,0,2,3,1,19,<1,6,18,2,0,0,2,6,4,7,9,4,4,5,4,4,1,<1,5,8,10,2,3,6,0,0,1,3,4,19,28,0,0,0
2017-07,12,4,19,15,9,0,2,4,2,21,<1,6,12,3,0,0,2,6,4,9,11,4,5,5,4,5,1,<1,5,9,13,2,4,6,0,0,<1,2,4,20,46,0,0,0
2017-08,11,4,19,13,9,0,2,4,1,20,<1,5,8,3,0,0,2,5,3,7,10,4,5,5,5,4,1,<1,4,8,15,2,4,5,0,0,<1,2,4,18,49,0,0,0
2017-09,11,4,18,10,9,0,2,4,1,20,<1,4,6,3,0,0,2,5,3,7,14,4,5,5,4,4,1,<1,4,6,11,3,3,5,0,0,<1,2,4,18,33,0,0,0
2017-10,13,3,18,10,8,0,2,3,1,20,<1,5,5,3,0,0,2,4,3,8,17,5,5,5,4,4,1,<1,4,6,12,13,8,6,0,0,<1,2,5,18,29,0,0,0
2017-11,10,3,18,10,9,0,2,3,1,18,<1,4,5,2,0,0,2,4,3,8,10,5,5,5,4,3,1,<1,4,5,11,58,4,5,0,0,<1,2,4,20,25,0,0,0
2017-12,11,3,20,12,11,0,2,4,1,20,<1,7,7,3,0,0,2,5,3,8,12,4,5,6,4,4,1,<1,4,6,12,100,5,5,0,0,<1,2,4,20,32,0,0,0
2018-01,13,4,20,13,9,0,2,4,1,20,<1,7,7,3,0,0,3,7,3,8,13,4,6,6,4,4,1,<1,5,6,15,85,5,5,0,0,<1,3,4,20,81,0,0,0
2018-02,12,4,19,11,10,0,2,3,1,21,<1,7,5,2,0,0,2,5,3,9,11,4,6,6,4,4,1,1,4,6,16,64,4,5,0,0,<1,3,4,18,30,0,0,0
2018-03,12,4,19,12,8,0,2,4,1,18,<1,7,5,2,0,0,2,5,3,8,13,4,5,7,5,4,1,1,5,6,22,78,4,5,0,0,<1,2,5,17,24,0,0,0
2018-04,12,3,20,8,9,0,2,3,1,16,3,6,4,2,0,0,2,4,3,6,11,3,4,5,4,4,1,1,4,5,11,44,3,5,0,0,<1,2,4,16,20,0,0,0
2018-05,10,3,18,8,7,0,2,3,1,23,4,5,5,2,0,0,2,4,3,8,9,3,5,5,4,3,1,1,4,6,10,32,3,4,0,0,1,2,4,16,18,0,0,0
2018-06,10,3,21,9,10,0,2,3,1,19,2,5,4,2,0,0,2,5,2,6,9,4,4,4,4,3,1,5,7,6,9,33,3,4,0,0,2,2,3,17,19,0,0,0
2018-07,10,4,21,10,9,0,2,3,1,19,2,4,3,2,0,0,2,7,3,5,9,4,5,4,4,4,1,2,5,7,9,27,3,4,0,0,1,2,3,20,20,0,0,0
2018-08,10,3,19,9,10,0,2,4,2,16,3,4,3,3,0,0,2,6,4,5,10,3,5,4,4,5,2,1,5,7,8,22,3,4,0,0,1,2,3,43,19,0,0,0
2018-09,10,3,19,8,9,0,2,3,1,15,3,5,2,2,0,0,2,5,3,6,10,3,4,4,3,5,2,3,4,7,9,20,4,4,0,0,1,2,4,18,15,0,0,0
2018-10,10,3,20,8,7,0,1,3,1,13,3,5,2,2,0,0,2,4,3,5,9,4,4,4,4,4,3,8,4,6,9,26,3,4,0,0,1,2,5,16,14,0,<1,0
2018-11,9,4,21,8,9,0,2,3,1,17,4,5,2,3,0,0,2,4,3,5,8,6,5,4,4,5,16,11,4,6,9,27,3,4,0,0,1,2,4,16,14,0,<1,0
2018-12,10,4,20,10,9,0,2,3,1,15,10,6,2,2,0,0,2,5,3,5,10,4,4,5,3,5,23,100,4,7,8,19,6,4,0,0,1,2,4,17,15,0,1,0
2019-01,9,5,22,10,9,0,2,3,1,17,6,6,3,3,0,0,2,5,3,5,11,4,5,4,4,6,47,68,5,6,15,16,7,4,0,0,1,2,4,16,16,0,1,0
2019-02,11,5,21,8,9,0,2,3,1,14,7,6,2,2,0,0,2,4,3,6,9,4,5,4,12,6,100,45,5,5,13,14,5,4,0,0,1,2,6,17,15,0,1,0
2019-03,11,4,20,7,8,0,2,3,1,15,18,6,2,3,0,0,2,4,2,5,8,3,4,4,5,4,65,48,5,5,10,12,3,3,0,0,1,2,6,17,14,0,1,<1
2019-04,10,3,18,7,7,0,2,3,1,20,100,4,2,2,0,0,2,5,3,5,7,3,4,3,4,4,17,23,3,5,8,11,3,3,0,0,1,2,6,18,13,<1,5,<1
2019-05,10,4,19,7,7,0,2,3,1,11,62,5,2,2,0,0,2,4,3,5,7,3,4,3,5,3,10,17,3,4,9,11,3,3,0,0,1,2,5,15,12,<1,2,1
2019-06,12,4,22,9,7,0,10,3,1,14,23,5,3,2,0,0,2,5,3,5,8,3,4,3,3,3,7,19,4,4,9,11,3,4,0,0,1,2,6,18,27,<1,2,6
2019-07,10,4,20,9,7,0,7,3,1,21,19,5,2,2,0,0,2,5,3,5,8,3,5,4,3,4,6,23,4,4,9,11,3,3,0,0,9,2,5,18,29,<1,2,8
2019-08,10,5,21,8,8,0,3,3,1,40,14,4,2,2,0,0,2,6,3,5,8,4,6,4,3,4,6,14,4,6,9,10,4,3,0,0,2,2,5,18,22,2,5,9
2019-09,10,4,21,7,7,0,2,3,1,11,8,4,2,2,0,0,2,5,4,5,7,3,5,4,3,3,5,9,3,5,9,10,3,3,0,0,1,3,5,16,16,1,19,5
2019-10,10,3,22,7,7,0,2,3,3,12,5,5,2,2,0,0,5,5,10,5,7,5,4,3,3,4,5,8,4,4,9,15,3,4,0,0,1,2,8,16,12,2,100,9
2019-11,11,3,28,7,7,0,2,3,1,14,4,5,1,2,0,0,3,4,5,4,7,6,4,3,4,3,5,8,4,4,9,17,3,4,<1,0,1,2,8,17,12,3,35,14
2019-12,10,4,29,9,8,0,2,3,1,11,4,5,1,2,0,0,2,4,3,6,7,3,5,4,3,3,6,7,4,4,8,11,3,4,<1,0,5,2,5,17,13,16,17,11
2020-01,10,4,34,9,8,0,2,4,1,12,4,4,2,2,0,0,2,6,3,6,11,3,5,4,3,4,6,6,5,4,8,11,4,4,<1,0,3,2,5,19,14,100,17,32
2020-02,10,4,34,7,11,0,2,3,1,19,3,5,1,2,0,0,2,5,3,5,9,3,5,6,4,4,6,6,4,4,9,12,4,3,<1,0,2,2,5,21,13,71,16,100
2020-03,12,4,37,11,12,0,2,4,1,54,3,5,2,3,0,0,2,8,3,8,12,4,5,6,4,5,6,6,4,5,9,10,4,4,<1,0,2,4,6,27,16,26,9,27
2020-04,13,6,44,16,14,0,2,5,2,55,5,6,2,3,0,0,3,10,3,9,16,5,6,7,5,6,7,7,8,6,12,12,6,5,<1,0,2,4,7,52,19,18,7,16
2020-05,11,6,37,12,11,0,3,4,2,33,4,5,2,3,0,0,3,8,3,7,14,4,5,8,7,5,5,7,5,5,10,11,4,4,<1,0,2,3,6,31,20,12,6,10
2020-06,11,5,33,11,9,0,2,4,1,27,3,5,2,2,0,0,3,7,3,6,9,10,5,5,3,5,5,7,5,5,9,9,4,4,<1,0,3,3,5,28,18,8,5,7
2020-07,10,4,31,10,9,0,2,4,1,21,3,4,1,2,0,0,2,5,3,5,9,5,6,5,3,5,4,7,4,5,9,10,3,4,<1,0,3,3,4,29,17,7,5,7
2020-08,10,5,29,10,10,0,1,6,1,24,3,4,1,2,0,0,3,6,3,5,8,6,5,5,4,4,3,6,4,4,8,8,4,4,<1,0,2,3,3,26,16,6,5,5
2020-09,10,5,29,10,10,0,1,4,1,17,3,4,2,2,0,0,3,5,3,6,7,4,5,4,3,4,3,6,4,3,8,9,3,4,<1,0,2,2,3,24,15,5,4,5
2020-10,10,4,29,10,8,<1,1,3,1,15,2,4,2,2,0,0,2,5,3,5,7,5,5,4,3,4,3,8,3,4,9,15,3,4,<1,0,2,2,4,24,15,5,4,4
2020-11,8,4,32,9,8,<1,1,3,1,14,2,5,2,2,0,0,2,5,2,5,8,6,5,5,4,4,3,12,4,3,8,14,4,3,<1,0,2,2,4,24,15,5,4,4
2020-12,8,4,33,12,9,2,1,4,1,20,2,5,1,2,0,0,2,5,3,7,9,4,5,5,4,5,4,11,4,3,8,9,4,4,<1,<1,2,3,4,29,13,6,3,5
2021-01,10,4,36,11,8,1,1,3,1,19,3,5,2,2,0,0,2,6,3,6,11,4,7,6,5,6,5,7,6,4,7,10,4,5,<1,<1,2,3,5,32,16,6,3,8
2021-02,11,4,31,9,8,2,1,3,1,14,3,4,2,2,0,0,2,9,2,5,11,3,6,6,4,5,4,6,5,3,7,8,5,4,<1,<1,2,5,4,29,13,4,3,4
2021-03,9,3,29,8,6,2,1,3,1,11,3,5,2,2,0,0,3,5,3,5,8,3,5,5,3,4,4,5,3,3,7,7,5,3,<1,0,2,2,3,27,12,3,4,4
2021-04,10,3,29,8,7,2,1,3,1,14,3,5,1,2,0,0,2,6,3,6,7,3,5,6,3,5,4,5,3,3,8,7,3,3,<1,0,2,2,4,61,14,3,4,4
2021-05,9,3,27,7,8,2,1,3,1,16,2,5,1,2,0,0,2,6,2,6,7,3,5,5,4,4,3,5,4,4,8,7,3,4,<1,<1,2,3,4,31,13,3,4,4
2021-06,9,3,30,6,8,3,1,2,1,11,2,5,1,1,0,0,2,6,2,4,7,3,5,4,3,4,3,5,3,3,6,7,4,3,<1,0,3,3,3,29,12,2,4,3
2021-07,10,3,29,7,7,5,1,2,1,11,2,5,1,1,0,0,2,5,2,7,7,3,4,5,3,5,3,5,3,3,6,7,3,4,<1,<1,3,3,3,31,14,3,4,4
2021-08,11,4,27,8,8,16,1,3,1,11,2,4,1,1,0,<1,2,6,2,5,8,3,5,4,3,5,3,7,4,3,6,7,4,3,<1,0,3,3,3,32,12,3,4,3
2021-09,11,4,24,6,6,9,1,2,1,9,2,4,1,1,0,<1,2,4,2,4,7,3,5,4,3,4,2,6,3,2,6,6,5,3,<1,0,3,2,2,29,10,3,3,3
2021-10,10,3,25,5,6,8,1,2,1,9,1,4,1,1,<1,1,2,5,2,4,9,3,5,5,3,4,2,5,3,3,8,10,3,3,<1,0,2,2,2,31,10,3,4,4
2021-11,9,3,24,6,6,32,1,2,1,9,1,4,1,1,<1,1,1,6,2,4,8,4,5,5,4,4,2,7,3,2,6,10,3,3,<1,<1,2,2,3,28,9,3,3,3
2021-12,9,3,25,5,7,100,1,2,1,10,2,4,1,1,<1,<1,2,5,2,5,8,2,5,5,3,5,3,25,3,3,7,7,3,3,3,<1,2,2,3,26,10,3,3,3
2022-01,11,4,28,9,9,44,1,3,1,13,3,5,1,1,<1,1,2,6,3,6,15,3,7,7,4,5,3,16,4,4,7,8,5,3,2,<1,3,3,3,35,11,3,3,3
2022-02,11,3,27,8,8,27,1,2,1,11,2,5,1,1,1,<1,3,6,3,6,12,3,5,6,7,4,3,9,3,3,8,7,3,3,1,<1,2,3,3,33,11,3,3,3
2022-03,10,3,28,8,8,27,1,2,3,9,2,5,1,1,<1,1,7,5,7,4,13,3,5,5,5,4,4,8,3,4,7,8,3,3,1,100,3,4,3,33,11,3,4,3
2022-04,9,3,30,8,9,15,1,2,2,11,2,6,1,2,<1,1,4,6,4,4,13,3,5,6,3,4,3,7,3,3,7,6,4,3,2,16,6,3,3,33,13,3,3,3
2022-05,10,3,27,7,7,9,1,2,1,10,2,6,1,1,<1,1,2,5,3,4,10,2,5,4,3,4,3,6,4,3,7,6,4,3,1,7,66,2,3,32,11,2,2,3
2022-06,10,3,30,6,7,7,2,2,1,10,1,9,1,1,<1,1,2,5,2,4,9,2,5,6,3,4,2,5,4,3,6,6,3,3,1,4,100,2,3,31,10,2,2,2
2022-07,10,3,29,8,7,8,1,3,1,12,2,8,1,1,1,1,2,7,3,3,11,2,5,5,3,4,2,6,4,4,6,6,3,3,1,2,46,2,2,31,11,2,2,3
2022-08,10,3,29,7,7,6,1,2,1,16,1,7,1,1,<1,1,2,6,2,4,11,2,5,5,3,4,3,5,4,4,7,6,3,3,1,2,49,2,3,33,10,3,2,3
2022-09,10,3,30,7,7,6,1,2,1,10,1,8,1,1,<1,1,1,6,2,4,10,2,5,5,8,4,3,5,3,3,7,6,3,4,1,1,33,2,3,31,10,2,2,2
2022-10,10,3,31,7,7,4,1,2,1,11,1,7,2,1,<1,1,1,6,2,4,10,3,4,5,4,4,3,5,2,3,9,12,2,3,1,1,20,2,3,28,19,2,3,2
2022-11,9,3,28,6,8,3,1,2,1,11,1,7,1,1,<1,1,1,6,2,4,9,4,4,5,4,4,2,5,3,3,8,11,2,3,1,1,13,2,3,28,17,3,2,2
2022-12,8,3,31,7,9,4,1,2,1,15,1,8,1,1,3,1,2,7,2,6,28,2,5,6,3,6,3,8,3,4,10,8,3,3,3,1,22,2,3,29,11,3,2,3
2023-01,10,3,31,9,10,4,1,3,1,17,1,9,1,1,1,1,2,7,2,5,18,2,5,8,5,5,4,6,4,4,7,7,3,3,2,1,19,2,3,59,10,2,2,3
2023-02,10,3,31,8,10,3,1,3,1,13,1,9,1,1,1,1,2,7,2,4,13,2,5,6,5,5,4,5,4,5,8,7,3,3,1,1,12,2,4,41,11,2,2,2
2023-03,9,4,32,8,9,2,1,2,1,9,1,7,1,1,1,1,2,6,2,4,11,2,5,5,3,5,4,5,4,5,7,7,2,3,2,1,10,2,4,32,12,2,2,3
2023-04,10,3,33,7,8,2,1,3,1,12,1,8,1,1,2,1,2,5,2,6,12,2,5,7,3,5,3,8,3,4,6,5,2,3,5,<1,7,2,4,33,14,2,2,3
2023-05,9,3,33,7,7,2,1,3,1,12,1,7,1,1,3,3,2,5,2,4,12,2,5,7,4,5,2,18,3,4,6,6,2,3,14,2,6,2,4,33,12,2,2,2
2023-06,12,4,34,8,8,4,1,3,1,8,1,5,1,1,7,1,2,6,2,4,28,2,5,6,4,4,3,97,3,4,6,6,2,4,100,1,6,4,3,36,10,2,2,3
2023-07,11,5,34,19,9,2,1,5,1,12,1,6,1,1,100,2,3,7,3,5,18,2,7,7,3,6,3,24,4,4,7,6,4,4,30,1,7,4,4,35,11,2,2,2
2023-08,12,4,38,14,9,2,1,3,1,11,1,6,1,1,51,2,3,6,3,4,15,2,6,6,3,6,2,13,4,4,7,6,3,3,21,1,5,3,3,34,10,2,2,2
2023-09,10,3,37,9,8,1,1,2,1,12,1,6,1,1,20,1,2,5,3,4,14,2,5,5,4,6,3,7,4,4,7,6,4,4,10,<1,4,3,3,36,9,1,2,2
2023-10,11,4,40,8,8,2,1,2,1,11,1,6,1,1,10,2,2,5,2,4,12,2,5,4,4,6,3,7,4,4,8,12,3,3,8,<1,4,2,3,30,8,1,3,2
2023-11,10,3,38,8,8,2,1,2,1,9,1,8,1,1,13,3,2,5,2,4,11,4,5,5,3,5,3,9,3,4,7,11,3,14,9,<1,4,3,3,30,8,2,2,2
2023-12,9,4,38,8,11,2,1,2,1,10,1,9,1,2,12,3,2,6,2,4,13,2,5,5,3,5,3,7,3,4,6,6,3,6,6,<1,6,4,3,34,8,2,2,6
2024-01,9,5,43,9,12,2,1,2,1,12,1,8,1,1,14,5,3,6,3,6,13,2,5,5,3,5,4,6,3,4,7,5,5,6,5,<1,6,3,4,38,8,1,2,3
2024-02,10,4,44,11,15,2,1,3,1,14,1,7,1,2,11,32,3,7,2,5,14,2,5,5,4,7,5,6,4,4,7,5,4,6,4,<1,5,3,4,33,8,2,2,3
2024-03,10,4,45,11,28,2,1,3,1,15,1,7,1,2,21,100,2,5,2,4,14,2,4,5,3,8,5,6,4,4,7,5,3,7,4,<1,5,2,3,33,9,2,2,3
2024-04,9,3,41,10,13,2,1,2,1,11,1,6,1,2,8,42,2,5,2,4,12,2,4,5,3,6,4,5,3,3,7,5,3,5,3,<1,4,2,3,31,10,1,3,4
2024-05,10,3,39,9,10,2,1,2,1,13,1,7,1,10,4,19,2,5,2,5,12,2,4,4,4,7,3,5,3,4,7,5,3,8,3,<1,5,2,3,31,10,2,2,2
2024-06,10,3,39,9,10,2,1,2,1,11,1,5,1,8,4,10,2,6,2,4,11,2,4,4,4,7,4,4,3,3,8,6,3,72,3,<1,4,3,3,31,8,2,2,2
2024-07,10,3,43,10,10,2,1,2,1,11,1,6,5,4,3,6,2,7,2,4,12,2,4,4,3,6,4,4,4,4,7,7,3,53,3,<1,4,2,3,35,9,2,2,2
2024-08,9,4,47,11,10,2,2,2,1,14,1,7,5,3,3,5,2,6,2,4,14,2,4,4,4,7,3,5,4,4,8,6,4,25,3,<1,4,2,3,34,9,2,3,2
2024-09,9,3,42,10,10,1,2,2,1,10,1,9,2,2,2,4,2,6,2,5,13,2,4,4,4,7,4,4,3,4,7,6,3,16,3,<1,4,2,4,37,8,2,6,2
2024-10,10,3,46,9,12,1,1,2,1,10,1,8,1,1,2,3,2,7,3,4,11,2,4,4,5,6,3,3,3,3,8,11,3,14,2,<1,3,2,3,32,8,1,14,2
2024-11,9,4,41,9,13,1,1,2,1,11,1,8,1,1,2,4,2,6,2,4,9,3,4,5,3,6,3,4,3,3,6,11,2,9,3,<1,3,2,4,28,7,2,3,2
2024-12,8,3,38,10,13,2,2,3,1,13,1,8,1,1,2,5,2,5,2,5,11,2,4,5,3,7,4,5,4,4,6,6,3,9,3,<1,4,3,3,31,7,1,2,2
2025-01,7,4,41,12,13,2,1,3,1,13,1,8,1,2,2,5,2,6,2,5,14,2,4,6,3,6,5,4,4,3,6,5,3,7,2,<1,4,4,4,53,8,2,2,3
2025-02,8,4,39,10,12,1,1,3,1,13,1,8,1,1,2,4,2,6,2,6,12,2,4,5,3,5,4,4,4,3,6,5,3,6,2,<1,4,3,3,29,7,1,1,3
2025-03,9,3,38,10,13,1,1,3,1,10,1,8,1,1,2,4,2,5,2,5,11,2,4,5,3,6,4,3,4,3,6,6,3,6,2,<1,3,3,3,26,8,2,1,3
2025-04,7,3,34,9,10,2,1,2,1,9,1,8,1,1,2,2,2,5,2,4,11,2,4,4,4,5,3,5,3,3,5,5,3,5,4,<1,8,3,3,31,8,1,1,2
